"build","experimentName","subject","date","time","trialcode","blockcode","stimulusitem1","trial.presentation_left.percentcorrect","trial.presentation_right.percentcorrect","trial.presentation_left.response","trial.presentation_left.latency","trial.presentation_right.response","trial.presentation_right.latency","picture.Left.currentvalue","picture.Right.currentvalue","block_number","task_phase","LeftStimSelected","RightStimSelected","percentTrialsCorrectFeedback_left","percentTrialsCorrectFeedback_right","responseAndFeedbackCategory","isThisTrialPractice","isResponseCorrect","isFeedbackAccurate","trial_number","total_trialnum","numbercorrectfeedback","totalcorrect","numberoftimesleft","numberoftimesright","rightleftcorrect","consecutivecorrect","reversalnumber","totalearnings","centsearned"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","75","33","100","36","367","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","201","36","","25","20","right","19","21","53","18"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","75","33","100","36","367","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","45","201","37","","25","20","right","20","21","53","18.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","75","33","100","36","63","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","202","37","","25","21","right","20","21","53","18.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","75","33","100","36","63","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","46","202","38","","25","21","right","21","21","53","19"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","76","33","100","36","185","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","203","38","","25","22","right","21","21","53","19"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","76","33","100","36","185","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","47","203","39","","25","22","right","22","21","53","19.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","76","33","100","36","200","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","204","39","","25","23","right","22","21","53","19.5"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","76","33","100","36","200","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRCF","0","1","1","48","204","40","","25","23","right","23","21","53","20"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","76","33","100","36","124","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","49","205","40","","25","24","right","23","21","53","20"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","76","33","100","36","124","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","49","205","40","","25","24","right","24","21","53","20"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","presentation_right","Experiment_block_leftstart","carriage.bmp","100","77","33","100","36","17","4","24","4","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","50","206","40","","25","25","right","24","21","53","20"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","fixation","Experiment_block_leftstart","+","100","77","33","100","36","17","4","24","5","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","50","206","40","","25","25","right","25","21","53","20"
"6.4.2","Reversal_Task","455","2021-08-30","18:47:13","reset_trial","Experiment_block_leftstart","Press SPACE to continue","100","77","33","100","36","17","4","24","5","Reversal","4","24","0.2000000000000000111","0.8000000000000000444","CRIF","0","1","-1","50","206","40","","0","0","right","25","32","53","20"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","100","100","33","1023","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","1","7","0","","1","0","left","6","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","100","100","33","1023","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","1","7","0","","1","0","left","7","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","50","100","36","334","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","2","8","0","","1","1","left","7","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","50","100","36","334","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","2","8","0","","1","1","left","0","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","33","100","36","449","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","3","9","0","","1","2","left","0","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","33","100","36","449","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","3","9","0","","1","2","left","0","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","50","100","33","267","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","10","0","","2","2","left","0","29","1.5","0"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","50","100","33","267","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","4","10","1","","2","2","left","1","29","1.5","0.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","60","100","33","252","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","11","1","","3","2","left","1","29","1.5","0.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","60","100","33","252","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","5","11","2","","3","2","left","2","29","1.5","1"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","66","100","33","220","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","12","2","","4","2","left","2","29","1.5","1"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","66","100","33","220","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","6","12","3","","4","2","left","3","29","1.5","1.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","71","100","33","212","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","13","3","","5","2","left","3","29","1.5","1.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","71","100","33","212","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","7","13","4","","5","2","left","4","29","1.5","2"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","75","100","33","157","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","14","4","","6","2","left","4","29","1.5","2"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","75","100","33","157","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","8","14","5","","6","2","left","5","29","1.5","2.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","77","100","33","128","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","15","5","","7","2","left","5","29","1.5","2.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","77","100","33","128","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","9","15","6","","7","2","left","6","29","1.5","3"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","80","100","33","132","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","16","6","","8","2","left","6","29","1.5","3"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","80","100","33","132","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","10","16","7","","8","2","left","7","29","1.5","3.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","81","100","33","127","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","17","7","","9","2","left","7","29","1.5","3.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","81","100","33","127","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","11","17","8","","9","2","left","8","29","1.5","4"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","83","100","33","155","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","12","18","8","","10","2","left","8","29","1.5","4"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","83","100","33","155","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRIF","0","1","-1","12","18","8","","10","2","left","9","29","1.5","4"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","76","100","36","372","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","13","19","8","","10","3","left","9","29","1.5","4"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","76","100","36","372","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","13","19","9","","10","3","left","0","29","1.5","4.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","71","100","36","299","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","14","20","9","","10","4","left","0","29","1.5","4.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","71","100","36","299","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","14","20","9","","10","4","left","0","29","1.5","4.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","66","100","36","327","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","15","21","9","","10","5","left","0","29","1.5","4.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","66","100","36","327","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRCF","0","-1","-1","15","21","10","","10","5","left","0","29","1.5","5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","62","100","36","277","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","16","22","10","","10","6","left","0","29","1.5","5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","62","100","36","277","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","16","22","10","","10","6","left","0","29","1.5","5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","58","100","36","339","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","17","23","10","","10","7","left","0","29","1.5","5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","58","100","36","339","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","IRIF","0","-1","1","17","23","10","","10","7","left","0","29","1.5","5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","61","100","33","178","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","24","10","","11","7","left","0","29","1.5","5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","fixation","Experiment_block_leftstart","+","61","100","33","178","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","18","24","11","","11","7","left","1","29","1.5","5.5"
"6.4.2","Reversal_Task","649","2021-08-30","16:13:44","presentation_left","Experiment_block_leftstart","light.bmp","63","100","33","228","36","256","29","30","1","Acquisiton","29","30","0.8000000000000000444","0.2000000000000000111","CRCF","0","1","1","19","25","11","","12","7","left","1","29","1.5","5.5"
